"","ID","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeCount","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Monthly_incomepred"
"200",1070,50,"No","Travel_Rarely",316,"Sales",8,"4","Marketing",1,738,"4","Male",54,"3","1","Sales Representative","2","Married",9983,7,"Y","No",15,3,"4",80,"1",4,2,"3",2,2,2,2,3200.13233863
"201",1071,27,"No","Travel_Rarely",1291,"Sales",11,"3","Medical",1,1364,"3","Female",98,"4","1","Sales Representative","4","Married",6527,8,"Y","No",14,3,"2",80,"1",5,4,"3",1,0,0,0,3381.69134431915
"202",1072,31,"No","Travel_Rarely",480,"Research & Development",7,"2","Medical",1,524,"2","Female",31,"3","2","Manufacturing Director","1","Married",4156,1,"Y","No",12,3,"2",80,"1",13,5,"1",13,10,3,12,5687.17762431621
"203",1073,20,"No","Travel_Rarely",654,"Sales",21,"3","Marketing",1,1226,"3","Male",43,"4","1","Sales Representative","4","Single",5050,1,"Y","No",17,3,"4",80,"0",2,2,"3",2,1,2,2,2906.913350437
"204",1074,30,"No","Travel_Rarely",305,"Research & Development",16,"3","Life Sciences",1,1763,"3","Male",58,"4","2","Healthcare Representative","3","Married",9128,3,"Y","No",16,3,"3",80,"1",10,3,"3",7,0,1,7,5633.38334828396
"205",1075,56,"No","Travel_Rarely",1443,"Sales",11,"5","Marketing",1,1935,"4","Female",89,"2","2","Sales Executive","1","Married",20328,4,"Y","No",16,3,"3",80,"1",6,3,"3",0,0,0,0,5421.82911426825
"206",1076,46,"No","Travel_Rarely",1402,"Sales",2,"3","Marketing",1,1204,"3","Female",69,"3","4","Manager","1","Married",24097,8,"Y","No",23,4,"1",80,"0",28,2,"3",26,15,15,9,15397.9427370302
"207",1077,53,"No","Travel_Rarely",1282,"Research & Development",5,"3","Other",1,32,"3","Female",58,"3","5","Manager","3","Divorced",10735,4,"Y","No",11,3,"4",80,"1",26,3,"2",14,13,4,8,19026.6184538963
"208",1078,31,"No","Travel_Rarely",311,"Research & Development",20,"3","Life Sciences",1,1881,"2","Male",89,"3","2","Laboratory Technician","3","Divorced",18624,1,"Y","No",11,3,"1",80,"1",10,2,"3",10,8,0,2,5303.38955562029
"209",1079,36,"No","Travel_Rarely",506,"Research & Development",3,"3","Technical Degree",1,397,"3","Male",30,"3","2","Research Scientist","2","Single",26285,4,"Y","No",12,3,"4",80,"0",10,2,"3",8,0,7,7,5428.383317541
"210",1080,42,"No","Travel_Frequently",532,"Research & Development",29,"2","Life Sciences",1,547,"1","Female",92,"3","2","Research Scientist","3","Divorced",12932,2,"Y","No",11,3,"2",80,"1",19,3,"3",5,4,0,2,5488.3518646189
"211",1081,40,"No","Travel_Rarely",1322,"Research & Development",2,"4","Life Sciences",1,2048,"3","Male",52,"2","1","Research Scientist","3","Single",2725,2,"Y","No",14,3,"4",80,"0",8,2,"3",2,2,2,2,2867.46801693057
"212",1082,35,"No","Travel_Rarely",287,"Research & Development",1,"4","Life Sciences",1,2052,"3","Female",62,"1","1","Research Scientist","4","Married",8952,1,"Y","No",12,3,"4",80,"1",4,5,"3",4,3,1,1,3292.89270239113
"213",1083,23,"Yes","Travel_Frequently",638,"Sales",9,"3","Marketing",1,2023,"4","Male",33,"3","1","Sales Representative","1","Married",26956,1,"Y","No",19,3,"1",80,"1",1,3,"2",1,0,1,0,2100.31498144748
"214",1084,35,"No","Travel_Rarely",619,"Sales",1,"3","Marketing",1,600,"2","Male",85,"3","2","Sales Executive","3","Married",18659,9,"Y","No",11,3,"3",80,"0",15,2,"3",11,9,6,9,5522.16227253012
"215",1085,38,"No","Travel_Frequently",216,"Research & Development",23,"3","Life Sciences",1,12,"4","Male",44,"2","3","Manufacturing Director","3","Single",8787,0,"Y","No",21,4,"2",80,"0",10,2,"3",9,7,1,8,9099.92797853493
"216",1086,40,"No","Travel_Frequently",580,"Sales",5,"4","Life Sciences",1,729,"4","Male",48,"2","3","Sales Executive","1","Married",23772,5,"Y","Yes",21,4,"3",80,"1",20,2,"3",18,13,1,12,9534.87640616239
"217",1087,31,"No","Travel_Rarely",1003,"Sales",5,"3","Technical Degree",1,1749,"1","Male",51,"3","2","Sales Executive","3","Married",20943,1,"Y","No",19,3,"3",80,"1",6,3,"3",5,2,0,2,5614.84445690617
"218",1088,38,"No","Travel_Rarely",268,"Research & Development",2,"5","Medical",1,773,"4","Male",92,"3","1","Research Scientist","3","Married",20471,6,"Y","Yes",13,3,"2",80,"1",6,0,"1",1,0,0,1,3109.21889563069
"219",1089,31,"No","Travel_Rarely",691,"Research & Development",5,"4","Technical Degree",1,423,"3","Male",86,"3","1","Research Scientist","4","Married",10077,0,"Y","Yes",12,3,"3",80,"1",6,4,"3",5,2,0,3,2979.96835608093
"220",1090,27,"No","Travel_Rarely",205,"Sales",10,"3","Marketing",1,1403,"4","Female",98,"2","2","Sales Executive","4","Married",7100,1,"Y","Yes",11,3,"4",80,"0",6,3,"3",6,2,4,4,5227.8087935868
"221",1091,29,"No","Travel_Rarely",144,"Sales",10,"1","Marketing",1,463,"4","Female",39,"2","2","Sales Executive","2","Divorced",11866,1,"Y","Yes",14,3,"1",80,"2",7,2,"3",7,7,1,7,5197.14698270454
"222",1092,36,"No","Non-Travel",301,"Sales",15,"4","Marketing",1,2036,"4","Male",88,"1","2","Sales Executive","4","Divorced",10436,1,"Y","No",24,4,"1",80,"1",15,4,"2",15,12,11,11,5400.378664433
"223",1093,37,"No","Travel_Frequently",663,"Research & Development",11,"3","Other",1,306,"2","Male",47,"3","3","Research Director","4","Divorced",10056,1,"Y","Yes",14,3,"3",80,"3",10,1,"3",10,8,0,7,9383.71906303087
"224",1094,40,"No","Travel_Rarely",107,"Sales",10,"3","Technical Degree",1,1239,"2","Female",84,"2","2","Sales Executive","2","Divorced",11591,7,"Y","No",12,3,"2",80,"1",7,2,"4",5,1,1,3,5777.44492203287
"225",1095,25,"No","Non-Travel",675,"Research & Development",5,"2","Life Sciences",1,369,"2","Male",85,"4","2","Healthcare Representative","1","Divorced",18384,1,"Y","No",12,3,"4",80,"2",6,2,"3",6,3,1,5,5449.064291014
"226",1096,37,"No","Travel_Rarely",446,"Research & Development",1,"4","Life Sciences",1,635,"2","Female",65,"3","2","Manufacturing Director","2","Married",15701,6,"Y","No",12,3,"2",80,"1",8,2,"2",6,5,4,3,5712.03767561836
"227",1097,37,"No","Travel_Rarely",1017,"Research & Development",1,"2","Medical",1,340,"3","Female",83,"2","1","Research Scientist","1","Married",18697,2,"Y","No",14,3,"1",80,"1",17,2,"2",3,1,0,2,2637.97774943948
"228",1098,30,"Yes","Travel_Frequently",600,"Human Resources",8,"3","Human Resources",1,1747,"3","Female",66,"2","1","Human Resources","4","Divorced",9732,6,"Y","No",11,3,"3",80,"1",6,0,"2",4,2,1,2,2350.7909616135
"229",1099,32,"No","Travel_Rarely",1062,"Research & Development",2,"3","Medical",1,471,"3","Female",75,"3","1","Laboratory Technician","2","Married",3956,1,"Y","No",13,3,"3",80,"1",8,4,"3",8,0,0,7,2599.47029563196
"230",1100,37,"Yes","Travel_Rarely",370,"Research & Development",10,"4","Medical",1,1809,"4","Male",58,"3","2","Manufacturing Director","1","Single",4992,1,"Y","No",15,3,"2",80,"0",10,4,"1",10,3,0,8,5822.6200005437
"231",1101,40,"No","Travel_Rarely",989,"Research & Development",4,"1","Medical",1,253,"4","Female",46,"3","5","Manager","3","Married",6499,1,"Y","No",14,3,"2",80,"1",21,2,"3",20,8,9,9,19251.8299691458
"232",1102,40,"No","Travel_Rarely",759,"Sales",2,"2","Marketing",1,516,"4","Female",46,"3","2","Sales Executive","2","Divorced",22553,7,"Y","No",12,3,"3",80,"2",8,5,"3",5,4,1,3,5433.35412045423
"233",1103,38,"No","Non-Travel",1327,"Sales",2,"2","Life Sciences",1,361,"4","Male",39,"2","2","Sales Executive","4","Married",19682,3,"Y","No",18,3,"4",80,"1",13,0,"3",8,7,7,5,5416.8260496587
"234",1104,53,"No","Travel_Rarely",661,"Sales",7,"2","Marketing",1,862,"1","Female",78,"2","3","Sales Executive","4","Married",20715,7,"Y","Yes",18,3,"4",80,"1",35,3,"3",5,2,0,4,10298.9015538401
"235",1105,36,"No","Travel_Rarely",188,"Research & Development",7,"4","Other",1,949,"2","Male",65,"3","1","Research Scientist","4","Single",23293,2,"Y","No",18,3,"3",80,"0",8,6,"3",6,2,0,1,2848.31409666697
"236",1106,29,"No","Travel_Frequently",490,"Research & Development",10,"3","Life Sciences",1,1143,"4","Female",61,"3","1","Research Scientist","2","Divorced",17940,0,"Y","No",14,3,"4",80,"2",8,2,"2",7,5,1,1,1955.22900650457
"237",1107,27,"No","Travel_Rarely",1103,"Research & Development",14,"3","Life Sciences",1,1244,"1","Male",42,"3","1","Research Scientist","1","Married",14377,1,"Y","Yes",14,3,"4",80,"2",9,3,"2",9,7,6,8,2711.6241782485
"238",1108,44,"No","Travel_Rarely",1112,"Human Resources",1,"4","Life Sciences",1,665,"1","Female",50,"2","2","Human Resources","3","Single",26894,4,"Y","No",11,3,"2",80,"0",10,1,"4",2,2,0,2,6253.45885161879
"239",1109,27,"No","Travel_Frequently",1242,"Sales",20,"3","Life Sciences",1,293,"4","Female",90,"3","2","Sales Executive","3","Single",12916,1,"Y","No",14,3,"4",80,"0",7,2,"3",7,7,0,7,4837.2895289914
"240",1110,35,"No","Travel_Rarely",682,"Sales",18,"4","Medical",1,1945,"2","Male",71,"3","2","Sales Executive","1","Married",15975,0,"Y","No",16,3,"4",80,"1",6,2,"1",5,3,0,4,5811.7195907915
"241",1111,35,"No","Non-Travel",208,"Research & Development",8,"4","Life Sciences",1,1630,"3","Female",52,"3","2","Healthcare Representative","3","Married",12250,1,"Y","No",12,3,"4",80,"1",15,5,"3",14,11,2,9,5331.2802086852
"242",1112,59,"No","Travel_Rarely",1089,"Sales",1,"2","Technical Degree",1,1048,"2","Male",66,"3","3","Manager","4","Married",11038,3,"Y","Yes",14,3,"3",80,"1",14,1,"1",6,4,0,4,10279.0876259097
"243",1113,33,"Yes","Travel_Rarely",1277,"Research & Development",15,"1","Medical",1,582,"2","Male",56,"3","3","Manager","3","Married",24619,7,"Y","Yes",12,3,"4",80,"0",15,2,"4",7,6,7,7,10016.7130335363
"244",1114,50,"Yes","Travel_Frequently",562,"Sales",8,"2","Technical Degree",1,723,"2","Male",50,"3","2","Sales Executive","3","Married",23452,3,"Y","Yes",14,3,"1",80,"1",18,4,"3",4,3,1,3,5214.34263137745
"245",1115,47,"No","Travel_Rarely",1180,"Research & Development",25,"3","Medical",1,1993,"1","Male",84,"3","3","Healthcare Representative","3","Single",13084,2,"Y","No",23,4,"2",80,"0",25,3,"3",17,14,12,11,9956.49735107312
"246",1116,27,"No","Travel_Frequently",1131,"Research & Development",15,"3","Life Sciences",1,1870,"4","Female",77,"2","1","Research Scientist","1","Married",23844,0,"Y","No",19,3,"4",80,"1",8,2,"2",7,6,7,3,2001.53025457603
"247",1117,37,"No","Travel_Rarely",1305,"Research & Development",10,"4","Life Sciences",1,518,"3","Male",49,"3","2","Manufacturing Director","2","Single",21123,2,"Y","Yes",12,3,"4",80,"0",18,2,"2",1,0,0,1,5384.79275487752
"248",1118,28,"No","Non-Travel",1476,"Research & Development",1,"3","Life Sciences",1,1315,"3","Female",55,"1","2","Laboratory Technician","4","Married",16392,0,"Y","No",11,3,"1",80,"3",10,6,"3",9,8,7,5,5312.57251426049
"249",1119,58,"No","Travel_Rarely",1272,"Research & Development",5,"3","Technical Degree",1,940,"3","Female",37,"2","3","Healthcare Representative","2","Divorced",9255,2,"Y","Yes",13,3,"4",80,"1",24,3,"3",6,0,0,4,9732.94790262299
"250",1120,34,"No","Travel_Rarely",204,"Sales",14,"3","Technical Degree",1,666,"3","Female",31,"3","1","Sales Representative","3","Divorced",2912,1,"Y","Yes",18,3,"4",80,"2",8,3,"3",8,2,0,6,2652.75601012677
"251",1121,50,"Yes","Travel_Rarely",410,"Sales",28,"3","Marketing",1,2055,"4","Male",39,"2","3","Sales Executive","1","Divorced",16586,4,"Y","Yes",13,3,"2",80,"1",20,3,"3",3,2,2,0,9851.56379808405
"252",1122,48,"No","Non-Travel",1262,"Research & Development",1,"4","Medical",1,1116,"1","Male",35,"4","4","Manager","4","Single",16154,2,"Y","No",22,4,"3",80,"0",27,3,"2",5,4,2,1,15584.1828669856
"253",1123,31,"No","Travel_Frequently",1125,"Research & Development",1,"3","Life Sciences",1,1956,"4","Male",48,"1","2","Research Scientist","1","Married",5771,1,"Y","No",21,4,"2",80,"0",10,6,"3",10,8,8,7,5242.04075575079
"254",1124,45,"No","Non-Travel",1195,"Research & Development",2,"2","Medical",1,264,"1","Male",65,"2","4","Manager","4","Married",20462,9,"Y","No",23,4,"4",80,"1",22,1,"3",20,8,11,8,15556.4728022431
"255",1125,34,"No","Travel_Rarely",1320,"Research & Development",20,"3","Technical Degree",1,1265,"3","Female",89,"4","1","Research Scientist","3","Married",21643,0,"Y","No",17,3,"4",80,"0",2,5,"2",1,0,0,0,2576.28417906077
"256",1126,19,"Yes","Travel_Frequently",602,"Sales",1,"1","Technical Degree",1,235,"3","Female",100,"1","1","Sales Representative","1","Single",20989,0,"Y","No",21,4,"1",80,"0",1,5,"4",0,0,0,0,2688.51260209963
"257",1127,24,"Yes","Travel_Frequently",1287,"Research & Development",7,"3","Life Sciences",1,647,"1","Female",55,"3","1","Laboratory Technician","3","Married",14168,1,"Y","Yes",16,3,"4",80,"1",6,4,"3",6,3,1,2,2494.13505070767
"258",1128,52,"No","Travel_Rarely",1325,"Research & Development",11,"4","Life Sciences",1,813,"4","Female",82,"3","2","Laboratory Technician","3","Married",21821,8,"Y","No",20,4,"2",80,"1",9,3,"3",5,2,1,4,6083.90870509889
"259",1129,41,"No","Travel_Rarely",334,"Sales",2,"4","Life Sciences",1,410,"4","Male",88,"3","4","Manager","2","Single",15896,1,"Y","No",19,3,"2",80,"0",22,2,"3",22,10,0,4,15338.5120519854
"260",1130,22,"No","Travel_Rarely",217,"Research & Development",8,"1","Life Sciences",1,1019,"2","Male",94,"1","1","Laboratory Technician","1","Married",6881,1,"Y","No",15,3,"1",80,"1",4,3,"2",4,3,1,1,2802.58405397812
"261",1131,31,"No","Travel_Frequently",1327,"Research & Development",3,"4","Medical",1,337,"2","Male",73,"3","3","Research Director","3","Divorced",13523,9,"Y","No",12,3,"1",80,"1",9,3,"3",2,2,2,2,9652.65787664972
"262",1132,39,"No","Travel_Rarely",412,"Research & Development",13,"4","Medical",1,1307,"3","Female",94,"2","4","Manager","2","Divorced",17334,6,"Y","Yes",13,3,"4",80,"2",21,4,"3",19,9,15,2,15173.0898640341
"263",1133,42,"No","Travel_Rarely",622,"Research & Development",2,"4","Life Sciences",1,659,"3","Female",81,"3","2","Healthcare Representative","4","Married",5718,1,"Y","No",13,3,"2",80,"2",10,4,"3",10,2,2,2,5923.74105113855
"264",1134,38,"No","Travel_Frequently",148,"Research & Development",2,"3","Medical",1,1675,"4","Female",42,"2","1","Laboratory Technician","2","Single",23826,1,"Y","No",22,4,"2",80,"0",4,3,"3",4,3,3,3,2217.19246446223
"265",1135,32,"Yes","Travel_Rarely",1033,"Research & Development",9,"3","Medical",1,190,"1","Female",41,"3","1","Laboratory Technician","1","Single",10224,7,"Y","No",22,4,"1",80,"0",10,2,"4",5,4,0,4,3299.57538929942
"266",1136,26,"No","Travel_Rarely",192,"Research & Development",1,"2","Medical",1,1083,"1","Male",59,"2","1","Laboratory Technician","1","Married",11141,1,"Y","No",16,3,"1",80,"2",6,2,"3",5,3,1,3,2855.16696713006
"267",1137,37,"No","Travel_Rarely",921,"Research & Development",10,"3","Medical",1,486,"3","Female",98,"3","1","Laboratory Technician","1","Married",17663,6,"Y","No",20,4,"2",80,"1",17,3,"3",5,4,0,3,3131.98460799159
"268",1138,41,"No","Travel_Frequently",1018,"Sales",1,"3","Marketing",1,1349,"3","Female",66,"3","2","Sales Executive","1","Divorced",4297,0,"Y","No",17,3,"4",80,"1",10,2,"3",9,3,1,7,5275.46051016111
"269",1139,38,"No","Travel_Rarely",119,"Sales",3,"3","Life Sciences",1,307,"1","Male",76,"3","3","Sales Executive","3","Divorced",9647,0,"Y","No",12,3,"3",80,"2",17,6,"2",16,10,5,13,9488.08421101022
"270",1140,43,"No","Travel_Rarely",1291,"Research & Development",15,"2","Life Sciences",1,1666,"3","Male",65,"2","4","Research Director","3","Married",3525,1,"Y","No",24,4,"1",80,"1",14,3,"3",14,10,6,11,15037.664299453
"271",1141,31,"No","Travel_Rarely",1463,"Research & Development",23,"3","Medical",1,367,"2","Male",64,"2","2","Healthcare Representative","4","Married",14408,0,"Y","No",21,4,"2",80,"1",10,2,"3",9,0,7,8,5444.13260989727
"272",1142,42,"No","Travel_Rarely",691,"Sales",8,"4","Marketing",1,35,"3","Male",48,"3","2","Sales Executive","2","Married",21173,0,"Y","No",11,3,"4",80,"1",10,2,"3",9,7,4,2,5664.05197217217
"273",1143,48,"No","Travel_Rarely",1355,"Research & Development",4,"4","Life Sciences",1,1024,"3","Male",78,"2","3","Healthcare Representative","3","Single",22245,7,"Y","No",14,3,"2",80,"0",27,3,"3",15,11,4,8,10043.431025952
"274",1144,28,"No","Travel_Rarely",821,"Sales",5,"4","Medical",1,916,"1","Male",98,"3","2","Sales Executive","4","Single",24252,1,"Y","No",14,3,"2",80,"0",4,3,"3",4,2,0,2,6017.78885466821
"275",1145,44,"No","Travel_Frequently",602,"Human Resources",1,"5","Human Resources",1,1642,"1","Male",37,"3","2","Human Resources","4","Married",10503,4,"Y","Yes",11,3,"3",80,"0",14,3,"3",10,7,0,2,5323.78505896738
"276",1146,45,"No","Travel_Rarely",374,"Sales",20,"3","Life Sciences",1,2046,"4","Female",50,"3","2","Sales Executive","3","Single",23333,8,"Y","No",15,3,"3",80,"0",8,3,"3",5,3,0,1,5478.13681625261
"277",1147,34,"No","Travel_Rarely",628,"Research & Development",8,"3","Medical",1,2068,"2","Male",82,"4","2","Laboratory Technician","3","Married",10228,2,"Y","No",12,3,"1",80,"0",6,3,"4",4,3,1,2,5750.41339666017
"278",1148,31,"No","Travel_Rarely",471,"Research & Development",4,"3","Medical",1,1916,"1","Female",62,"4","1","Laboratory Technician","3","Divorced",16031,8,"Y","No",12,3,"2",80,"1",4,0,"2",2,2,2,2,3468.39679576203
"279",1149,29,"No","Travel_Rarely",1010,"Research & Development",1,"3","Life Sciences",1,1249,"1","Female",97,"3","1","Research Scientist","4","Divorced",5598,1,"Y","No",15,3,"1",80,"3",3,5,"3",3,2,1,2,2972.9838611338
"280",1150,30,"No","Travel_Rarely",288,"Research & Development",2,"3","Life Sciences",1,117,"3","Male",99,"2","2","Healthcare Representative","4","Married",15830,1,"Y","No",19,3,"1",80,"3",11,3,"3",11,10,10,8,5351.46645233289
"281",1151,38,"No","Travel_Frequently",693,"Research & Development",7,"3","Life Sciences",1,1382,"4","Male",57,"4","1","Research Scientist","3","Divorced",15748,1,"Y","No",11,3,"4",80,"3",4,2,"3",4,2,0,3,2635.85479122788
"282",1152,27,"No","Travel_Frequently",793,"Sales",2,"1","Life Sciences",1,1371,"4","Male",43,"1","2","Sales Executive","4","Single",20392,3,"Y","No",20,4,"2",80,"0",8,3,"3",6,2,0,0,5562.42723277681
"283",1153,54,"No","Travel_Frequently",928,"Research & Development",20,"4","Life Sciences",1,450,"4","Female",31,"3","2","Research Scientist","3","Single",16885,3,"Y","No",12,3,"4",80,"0",20,4,"2",4,3,0,3,5098.1610147058
"284",1154,28,"Yes","Travel_Rarely",1485,"Research & Development",12,"1","Life Sciences",1,1175,"3","Female",79,"3","1","Laboratory Technician","4","Married",22955,1,"Y","Yes",11,3,"4",80,"0",1,4,"2",1,1,0,0,2647.57512620723
"285",1155,49,"No","Travel_Rarely",470,"Research & Development",20,"4","Medical",1,170,"3","Female",96,"3","2","Manufacturing Director","1","Married",5549,1,"Y","No",14,3,"3",80,"0",16,2,"2",15,11,5,11,5482.7290743313
"286",1156,51,"No","Travel_Rarely",313,"Research & Development",3,"3","Medical",1,258,"4","Female",98,"3","4","Healthcare Representative","2","Single",7192,3,"Y","No",18,3,"3",80,"0",21,6,"3",7,7,1,0,15005.3148842815
"287",1157,29,"Yes","Travel_Rarely",341,"Sales",1,"3","Medical",1,896,"2","Female",48,"2","1","Sales Representative","3","Divorced",23522,6,"Y","Yes",19,3,"3",80,"3",5,3,"3",3,2,0,2,2603.45854680693
"288",1158,36,"No","Travel_Rarely",430,"Research & Development",2,"4","Other",1,1847,"4","Female",73,"3","2","Research Scientist","2","Married",19573,4,"Y","Yes",22,4,"4",80,"1",15,2,"3",1,0,0,0,5719.15962597017
"289",1159,27,"No","Travel_Rarely",199,"Research & Development",6,"3","Life Sciences",1,1162,"4","Male",55,"2","1","Research Scientist","3","Married",7950,1,"Y","No",13,3,"3",80,"1",4,0,"3",4,2,2,2,2556.97881628442
"290",1160,36,"No","Travel_Rarely",216,"Research & Development",6,"2","Medical",1,178,"2","Male",84,"3","2","Manufacturing Director","2","Divorced",2819,6,"Y","No",20,4,"4",80,"2",7,0,"3",3,2,0,1,5587.29597415251
"291",1161,44,"Yes","Travel_Rarely",1097,"Research & Development",10,"4","Life Sciences",1,1200,"3","Male",96,"3","1","Research Scientist","3","Single",10826,1,"Y","Yes",11,3,"3",80,"0",6,4,"3",6,4,0,2,2844.37277708595
"292",1162,38,"No","Travel_Rarely",168,"Research & Development",1,"3","Life Sciences",1,743,"3","Female",81,"3","3","Manufacturing Director","3","Single",15397,4,"Y","Yes",14,3,"4",80,"0",10,4,"4",1,0,0,0,9902.71959657576
"293",1163,29,"No","Travel_Frequently",574,"Research & Development",20,"1","Medical",1,1852,"4","Male",40,"3","1","Laboratory Technician","4","Married",7003,1,"Y","No",13,3,"2",80,"0",11,3,"4",11,8,3,10,2725.96822845707
"294",1164,37,"No","Travel_Rarely",799,"Research & Development",1,"3","Technical Degree",1,623,"2","Female",59,"3","3","Manufacturing Director","4","Single",23848,4,"Y","No",17,3,"4",80,"0",12,3,"4",6,5,1,2,10015.2360723516
"295",1165,26,"Yes","Travel_Frequently",887,"Research & Development",5,"2","Medical",1,848,"3","Female",88,"2","1","Research Scientist","3","Married",20898,1,"Y","Yes",14,3,"1",80,"1",8,2,"3",8,7,1,7,2208.11612554411
"296",1166,32,"No","Travel_Frequently",116,"Research & Development",13,"3","Other",1,1234,"3","Female",77,"2","1","Laboratory Technician","2","Married",7331,1,"Y","No",20,4,"3",80,"1",2,2,"3",2,2,2,2,2126.58993768393
"297",1167,40,"No","Travel_Rarely",1492,"Research & Development",20,"4","Technical Degree",1,1092,"1","Male",61,"3","3","Healthcare Representative","4","Married",26542,4,"Y","No",20,4,"4",80,"1",14,6,"3",11,10,11,1,10224.4053716067
"298",1168,30,"No","Travel_Rarely",1082,"Sales",12,"3","Technical Degree",1,533,"2","Female",83,"3","2","Sales Executive","3","Single",19558,0,"Y","No",11,3,"2",80,"0",6,6,"3",5,4,4,4,5247.75812155351
"299",1169,27,"No","Travel_Rarely",798,"Research & Development",6,"4","Medical",1,655,"1","Female",66,"2","1","Research Scientist","3","Divorced",5013,0,"Y","No",12,3,"3",80,"2",6,5,"2",5,3,0,3,2582.73755193455
"300",1170,37,"No","Travel_Rarely",290,"Research & Development",21,"3","Life Sciences",1,267,"2","Male",65,"4","1","Research Scientist","1","Married",22977,1,"Y","Yes",12,3,"1",80,"1",8,3,"2",8,7,1,7,2785.10180319874
